"id","name","rate"
2188,"Northwest Arctic  ",577.405466121575
2261,"Valdez-Cordova Cens ",577.405466121575
2100,"Haines  ",577.405466121575
2070,"Dillingham Cens ",577.405466121575
2110,"Juneau City and  ",577.405466121575
2150,"Kodiak Island  ",577.405466121575
2198,"Prince of Wales-Hyder Cens ",577.405466121575
2050,"Bethel Cens ",577.405466121575
2122,"Kenai Peninsula  ",577.405466121575
2180,"Nome Cens ",577.405466121575
2282,"Yakutat City and  ",577.405466121575
2270,"Wade Hampton Cens ",577.405466121575
2105,"Hoonah-Angoon Cens ",577.405466121575
2240,"Southeast Fairbanks Cens ",577.405466121575
2060,"Bristol Bay  ",577.405466121575
2090,"Fairbanks North Star  ",577.405466121575
2290,"Yukon-Koyukuk Cens ",577.405466121575
2020,"Anchorage Munic ",577.405466121575
2130,"Ketchikan Gateway  ",577.405466121575
2230,"Skagway Munic ",577.405466121575
2220,"Sitka City and  ",577.405466121575
2170,"Matanuska-Susitna  ",577.405466121575
2185,"North Slope  ",577.405466121575
2195,"Petersburg Cens ",577.405466121575
2275,"Wrangell City and  ",577.405466121575
2068,"Denali  ",577.405466121575
2013,"Aleutians East  ",577.405466121575
2016,"Aleutians West Cens ",577.405466121575
2164,"Lake and Peninsula  ",577.405466121575
1045,"Dale ",5736.63231206087
1061,"Geneva ",3447.18098043154
1041,"Crenshaw ",1696.4972984139
1019,"Cherokee ",2755.89805895783
1047,"Dallas ",5623.00976101484
1073,"Jefferson ",89319.8927676079
1055,"Etowah ",13694.9812596108
1003,"Baldwin ",22862.6431957371
1017,"Chambers ",4283.70313566709
1025,"Clarke ",3298.73507133334
1049,"DeKalb ",8745.34647729191
1037,"Coosa ",1412.39410346375
1129,"Washington ",2158.96829764872
1065,"Hale ",2186.04619578779
1067,"Henry ",2230.64126801463
1005,"Barbour ",3476.54169182836
1009,"Blount ",5659.15961022716
1079,"Lawrence ",4530.98293601112
1127,"Walker ",8554.88044939543
1087,"Macon ",2840.39273682009
1083,"Limestone ",10594.1187185812
1013,"Butler ",2567.19548401545
1085,"Lowndes ",1360.072922489
1115,"St. Clair ",10110.5299800766
1093,"Marion ",3550.39385308375
1117,"Shelby ",25163.8650296328
1077,"Lauderdale ",12030.7386081319
1051,"Elmore ",11393.3861354969
1033,"Colbert ",6649.8780917691
1029,"Cleburne ",1800.07534627962
1021,"Chilton ",4941.11964541735
1089,"Madison ",45249.5816921944
1043,"Cullman ",10104.3369829942
1113,"Russell ",6835.20107935095
1119,"Sumter ",1757.92476317429
1075,"Lamar ",1917.46263529598
1107,"Pickens ",2508.22124761245
1105,"Perry ",1173.57887729939
1125,"Tuscaloosa ",28160.4335296858
1007,"Bibb ",3156.88416416791
1121,"Talladega ",10322.60751407
1109,"Pike ",4887.20230543246
1101,"Montgomery ",30500.210999585
1111,"Randolph ",2853.55589874685
1131,"Wilcox ",1394.20962629354
1023,"Choctaw ",1708.5786677851
1081,"Lee ",20007.8506951134
1133,"Winston ",3310.0143036971
1031,"Coffee ",6474.94480718478
1059,"Franklin ",4308.65178140743
1063,"Greene ",1079.07839858713
1123,"Tallapoosa ",4592.5071565973
1103,"Morgan ",15306.777259657
1071,"Jackson ",6996.24959081739
1053,"Escambia ",4962.24674815416
1039,"Covington ",4817.68792632859
1099,"Monroe ",2819.9029740713
1097,"Mobile ",53522.8995673559
1091,"Marengo ",2469.32478140967
1035,"Conecuh ",1593.37743620069
1011,"Bullock ",1553.37046281018
1069,"Houston ",13349.8644651422
1027,"Clay ",1685.10071059692
1095,"Marshall ",12479.1918730172
1057,"Fayette ",2106.81815600473
1015,"Calhoun ",16792.8893146823
1001,"Autauga ",6796.49562787524
5133,"Sevier ",2059.22210026473
5079,"Lincoln ",1920.34018925862
5049,"Fulton ",1215.19088426241
5089,"Marion ",1784.35496914425
5129,"Searcy ",1029.30284457532
5035,"Crittenden ",6209.60382580255
5105,"Perry ",1363.72830897862
5057,"Hempstead ",2541.37401891494
5055,"Greene ",5155.21238686715
5111,"Poinsett ",3103.81863419393
5023,"Cleburne ",3054.3486999919
5031,"Craighead ",12622.466274179
5115,"Pope ",8247.94408010991
5131,"Sebastian ",15956.2731911728
5101,"Newton ",939.219656385076
5025,"Cleveland ",1003.60409148119
5087,"Madison ",1827.56259306014
5045,"Faulkner ",15134.4507968436
5077,"Lee ",1320.12384282401
5147,"Woodruff ",905.76059630571
5029,"Conway ",2502.51694814257
5071,"Johnson ",3036.81408407588
5083,"Logan ",2769.90917503708
5127,"Scott ",1061.73393981944
5069,"Jefferson ",10066.1115526991
5139,"Union ",5210.23038888303
5073,"Lafayette ",853.075099830134
5125,"Saline ",13599.1718911734
5041,"Desha ",1711.57579438283
5093,"Mississippi ",5679.7764060205
5097,"Montgomery ",886.157913746187
5113,"Polk ",2432.37296767259
5061,"Howard ",1842.52196397565
5007,"Benton ",26388.6201111734
5053,"Grant ",2090.38764023225
5003,"Ashley ",2719.36530261719
5037,"Cross ",2172.30632345732
5091,"Miller ",5535.44867200348
5027,"Columbia ",3218.82233805742
5065,"Izard ",1710.14988394768
5107,"Phillips ",2566.62076171121
5005,"Baxter ",4483.39856549784
5001,"Arkansas ",2449.39157834215
5117,"Prairie ",920.510696383567
5015,"Carroll ",3406.96344127965
5009,"Boone ",4537.85348552346
5141,"Van Buren ",1887.33644956066
5085,"Lonoke ",9100.05447447927
5019,"Clark ",3389.93857823005
5145,"White ",10235.8930936276
5099,"Nevada ",1075.46379859033
5017,"Chicot ",1463.64023858467
5043,"Drew ",2220.81854015273
5039,"Dallas ",984.04848566546
5135,"Sharp ",2226.50305696618
5033,"Crawford ",7832.79266592007
5143,"Washington ",28348.1211633167
5121,"Randolph ",2019.64012119531
5149,"Yell ",2752.66143302858
5109,"Pike ",1305.55506176719
5137,"Stone ",1338.63861125736
5119,"Pulaski ",49792.1781911859
5103,"Ouachita ",3321.4963484909
5123,"St. Francis ",3893.62406150957
5081,"Little River ",1638.34129924001
5059,"Hot Spring ",3804.68469107877
5047,"Franklin ",2207.94783195613
5067,"Jackson ",2074.43892212288
5063,"Independence ",4399.02563921531
5021,"Clay ",1939.09034141095
5075,"Lawrence ",2360.98549914966
5051,"Garland ",11999.5353988625
5095,"Monroe ",973.77582526714
5013,"Calhoun ",542.045305945533
5011,"Bradley ",1413.07760902467
60050,"Western D ",NA
60040,"Swains ",NA
60010,"Eastern D ",NA
60020,"Manu'a D ",NA
60030,"Rose ",NA
4021,"Pinal ",3646.89839254211
4025,"Yavapai ",2019.86064325348
4007,"Gila ",467.50712693066
4001,"Apache ",699.687730408226
4012,"La Paz ",167.157882096572
4013,"Maricopa ",39079.1123279743
4019,"Pima ",9944.51215401728
4005,"Coconino ",1469.31253892607
4015,"Mohave ",1850.02959223822
4023,"Santa Cruz ",440.51735688757
4009,"Graham ",358.525062420995
4003,"Cochise ",1326.68077555443
4027,"Yuma ",1826.37374766588
4011,"Greenlee ",82.1944052044992
4017,"Navajo ",1029.13126037836
6109,"Tuolumne ",378.928419890913
6047,"Merced ",1625.60463493341
6001,"Alameda ",10850.8357826926
6085,"Santa Clara ",12340.4385249971
6079,"San Luis Obispo ",1919.93639055817
6067,"Sacramento ",9693.92516984426
6019,"Fresno ",6061.26695147296
6097,"Sonoma ",3338.76688388024
6083,"Santa Barbara ",2930.36349701382
6099,"Stanislaus ",3380.23143384383
6075,"San Francisco ",6336.57722013178
6101,"Sutter ",606.047357960494
6053,"Monterey ",2716.96129867788
6011,"Colusa ",136.092687926533
6055,"Napa ",915.164424455128
6089,"Shasta ",1111.45106979047
6107,"Tulare ",2745.15106460993
6017,"El Dorado ",1223.00856645359
6087,"Santa Cruz ",2041.98598720252
6031,"Kings ",1053.19041281698
6073,"San Diego ",21751.6665253791
6045,"Mendocino ",584.824532610272
6027,"Inyo ",128.036971057736
6077,"San Joaquin ",4447.27362841454
6057,"Nevada ",631.911229705648
6065,"Riverside ",14160.7591744981
6059,"Orange ",20795.3590430423
6081,"San Mateo ",5102.45172859266
6111,"Ventura ",5573.8174342797
6013,"Contra Costa ",7063.65573283512
6091,"Sierra ",20.1539984525901
6093,"Siskiyou ",295.936914181724
6115,"Yuba ",470.550338338479
6049,"Modoc ",54.6012228382132
6051,"Mono ",97.4036606940039
6063,"Plumas ",122.932996525758
6021,"Glenn ",182.557117531616
