"id","rate"
2180,1515.54778175339
2270,1060.75130648561
2220,26.765392295402
2070,771.040291394872
2185,1840.17532170917
2230,26.765392295402
2261,1714.83325724372
2050,2627.88456411777
2105,26.765392295402
2275,26.765392295402
2240,1224.26028505645
2130,2404.28701218983
2110,26.765392295402
2122,9645.68905717959
2090,17772.7573979164
2060,180.602428706377
2290,944.754914047953
2188,1177.88094563306
2170,15086.8104006383
2013,733.400120209846
2016,1127.66184303096
2198,26.765392295402
2100,434.575756696449
2068,325.744727430192
2164,251.82674352798
2150,2336.54541021371
2020,26.765392295402
2282,26.765392295402
2195,26.765392295402
1133,592.343096455693
1057,377.025377031775
1101,5458.16070580679
1073,15984.2280206954
1079,810.841334425278
1051,2038.90167361725
1005,622.143962190298
1097,9578.18242945097
1013,459.412050771635
1093,635.360147635991
1029,322.132182423466
1041,303.5964623185
1119,314.589147080549
1085,243.39162775609
1127,1530.93729828556
1089,8097.63205799415
1049,1565.02218275367
1125,5039.44612210583
1009,1012.73408899659
1081,3580.50187499953
1067,399.18405591301
1017,766.589416659706
1019,493.181296695526
1055,2450.78329645278
1033,1190.02795247527
1039,862.148649180661
1007,564.93971424383
1061,616.889755280931
1003,4091.38085575054
1095,2233.21188190411
1031,1158.72282737227
1077,2152.95906091619
1025,590.324671028196
1071,1252.01276243645
1099,504.635354014325
1115,1809.32836159278
1047,1006.26492063537
1075,343.139244572543
1083,1895.86895980129
1053,888.018176233656
1037,252.754785505601
1123,821.851380055571
1121,1847.28064137217
1045,1026.59820150134
1069,2389.02301789319
1131,249.500520685558
1059,771.054153051886
1023,305.758451650001
1043,1808.22014703123
1105,210.017678325758
1107,448.858401414737
1035,285.142645102735
1103,2739.22203708827
1091,441.89759122433
1111,510.657629680887
1021,884.237360769614
1011,277.983195150444
1113,1223.19233676974
1117,4503.19572904094
1065,391.20351920718
1129,386.357891352206
1001,1216.26579932784
1063,193.106321871655
1015,3005.16894976742
1109,874.588571838672
1087,508.302014286522
1027,301.556897040661
5099,603.212337790277
5143,15900.0584766523
5117,516.301375430675
5055,2891.4854829755
5139,2922.34424513927
5039,551.938755551505
5045,8488.69855736093
5089,1000.81936340616
5097,497.03337742255
5101,526.795028556636
5077,740.438731048908
5105,764.895867695479
5035,3482.87861705326
5093,3185.70580562095
5023,1713.14072258077
5027,1805.39169079628
5065,959.198855336881
5131,8949.64692411398
5083,1553.60262855429
5115,4626.15466847099
5103,1862.9800776478
5071,1703.30579850088
5129,577.321326738931
5007,14801.0021269056
5113,1364.2834614071
5059,2133.99366964217
5019,1901.36832783729
5085,5104.09137755307
5003,1525.25346451829
5057,1425.42063827744
5111,1740.88780503167
5025,562.907206885995
5049,681.583406391865
5069,5645.93902377264
5001,1373.82902100782
5079,1077.09147016843
5015,1910.91747125697
5031,7079.76209900995
5147,508.028187167449
5121,1132.78736939549
5061,1033.44437028139
5127,595.511520096914
5091,3104.75461858302
5149,1543.92862950636
5123,2183.87834862374
5145,5741.16698947242
5095,546.177130736132
5009,2545.21747319614
5107,1439.58111623373
5109,732.26727700129
5141,1058.5801203889
5133,1154.98843420387
5053,1172.46880019385
5051,6730.36888349133
5125,7627.58235293524
5135,1248.81397062006
5005,2514.674549529
5029,1403.62616351031
5011,792.575088800282
5119,27927.7254235579
5047,1238.40656036324
5037,1218.41578699604
5033,4393.30204317988
5063,2467.3510294254
5067,1163.5232412511
5137,750.823366714278
5013,304.025535710093
5075,1324.2431862846
5073,478.477634530754
5043,1245.62552781722
5041,959.99850939298
5017,820.935004293161
5087,1025.05384084902
5021,1087.60824470703
5081,918.922394984273
0,0
0,0
0,0
