"id","name","rate"
2188,"Northwest Arctic  ",1243.4358213003
2261,"Valdez-Cordova Cens ",1243.4358213003
2100,"Haines  ",1243.4358213003
2070,"Dillingham Cens ",1243.4358213003
2110,"Juneau City and  ",1243.4358213003
2150,"Kodiak Island  ",1243.4358213003
2198,"Prince of Wales-Hyder Cens ",1243.4358213003
2050,"Bethel Cens ",1243.4358213003
2122,"Kenai Peninsula  ",1243.4358213003
2180,"Nome Cens ",1243.4358213003
2282,"Yakutat City and  ",1243.4358213003
2270,"Wade Hampton Cens ",1243.4358213003
2105,"Hoonah-Angoon Cens ",1243.4358213003
2240,"Southeast Fairbanks Cens ",1243.4358213003
2060,"Bristol Bay  ",1243.4358213003
2090,"Fairbanks North Star  ",1243.4358213003
2290,"Yukon-Koyukuk Cens ",1243.4358213003
2020,"Anchorage Munic ",1243.4358213003
2130,"Ketchikan Gateway  ",1243.4358213003
2230,"Skagway Munic ",1243.4358213003
2220,"Sitka City and  ",1243.4358213003
2170,"Matanuska-Susitna  ",1243.4358213003
2185,"North Slope  ",1243.4358213003
2195,"Petersburg Cens ",1243.4358213003
2275,"Wrangell City and  ",1243.4358213003
2068,"Denali  ",1243.4358213003
2013,"Aleutians East  ",1243.4358213003
2016,"Aleutians West Cens ",1243.4358213003
2164,"Lake and Peninsula  ",1243.4358213003
1045,"Dale ",3145.77923526606
1061,"Geneva ",1890.31992265684
1041,"Crenshaw ",930.302951927939
1019,"Cherokee ",1511.2432550632
1047,"Dallas ",3083.47239001347
1073,"Jefferson ",48980.0720492038
1055,"Etowah ",7509.87431829401
1003,"Baldwin ",12537.1166071143
1017,"Chambers ",2349.04097755998
1025,"Clarke ",1808.9171007574
1049,"DeKalb ",4795.6584729393
1037,"Coosa ",774.510165719917
1129,"Washington ",1183.90673672114
1065,"Hale ",1198.75535958328
1067,"Henry ",1223.20982076801
1005,"Barbour ",1906.42036473164
1009,"Blount ",3103.29577049596
1079,"Lawrence ",2484.64103329085
1127,"Walker ",4691.21320906547
1087,"Macon ",1557.57733900837
1083,"Limestone ",5809.46396212093
1013,"Butler ",1407.76501040615
1085,"Lowndes ",745.818962288777
1115,"St. Clair ",5544.27990826446
1093,"Marion ",1946.91844491507
1117,"Shelby ",13799.0304734763
1077,"Lauderdale ",6597.25874687945
1051,"Elmore ",6247.75575193495
1033,"Colbert ",3646.57298571447
1029,"Cleburne ",987.101724183278
1021,"Chilton ",2709.54642619148
1089,"Madison ",24813.3725064633
1043,"Cullman ",5540.8838736982
